Planet Name,Host Name,Number of Stars in System,Number of Planets in System,Discovery Method,Discovery Year,Controversial Flag,Orbital Period,Semi-Major Axis,Planet Earth Radius,Planet Jupiter Radius,Planet Earth Mass,Planet Jupiter Mass,Insolation Flux,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Distance
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,0,2.30538,0.02279,,,2.5,0.00786588,20.5,587.0,3326.0,0.305,0.297,16.009
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,0,8.0518,0.0525,,,3.75,0.01179882,3.87,387.0,3326.0,0.305,0.297,16.009
G 268-110 b,G 268-110,1,1,Radial Velocity,2025,0,1.43263,0.01283,,,1.52,0.00478245,13.57,534.0,,,0.137,
G 9-40 b,G 9-40,1,1,Transit,2019,0,5.745912,,,,,,,,3390.0,0.307,,27.9276
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,0,10.3465,0.0457,,,1.08,0.00339806,0.67,230.9,3024.0,0.137,0.12,4.84867
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,0,21.202,0.0738,,,1.36,0.00427904,0.257,181.7,3024.0,0.137,0.12,4.84867
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,0,3.204,0.021,,,1.37,0.00431048,3.8,,2953.0,0.156,0.12,3.67278
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,0,6.689,0.035,,,1.74,0.00547462,1.4,,2953.0,0.156,0.12,3.67278
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,0,13.031,0.054,,,1.64,0.00515999,0.6,,2953.0,0.156,0.12,3.67278
GJ 1132 b,GJ 1132,1,2,Transit,2015,0,1.62893,,1.16,0.10348827,1.62,0.00509706,,409.0,3270.0,0.207,0.181,12.613
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,0,8.929,0.0476,,,2.64,0.00830633,,300.0,3270.0,0.2105,0.181,12.613
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,0,41.397,0.163506,,,94.7094,0.298,,,3287.0,0.358519,0.344045,11.0143
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,0,535.9,0.9302,,,82.63538582,0.26,,,3357.57,0.36664,0.373585,11.0143
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,0,389.7,0.5714,,,10.62,0.03341426,,,3280.0,0.1781,0.1639,8.03625
GJ 1214 b,GJ 1214,1,1,Transit,2009,0,1.58040433,0.0149,2.742,0.24462528,8.17,0.02570569,21.0,596.0,3250.0,0.215,0.178,14.6427
GJ 1252 b,GJ 1252,1,1,Transit,2020,0,0.5182349,0.00916,1.193,0.10643233,2.09,0.00657584,,1089.0,3458.0,0.391,0.381,20.373
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,0,3.6511,0.026,,,7.4,0.02328289,,,3236.0,0.192,0.178,10.2525
GJ 1289 b,GJ 1289,1,1,Radial Velocity,2024,0,111.74,0.27,,,6.27,0.01972763,,150.0,3296.0,,0.21,8.35147
GJ 143 b,GJ 143,1,2,Transit,2019,0,35.589,0.1932,,,30.63,0.09637227,,,,0.73,0.76,16.32
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,1,11.4433,0.0717,,,5.35,0.0168329,,550.0,3567.0,0.3863,0.375,3.56228
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,0,7600.0,5.4,,,36.0,0.1132681,,,3607.0,0.38,0.38,3.56228
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,0,5.2354,0.053,,,10.2,0.03209263,,,4347.0,,0.69,25.8557
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,0,8.63182,0.0607,,,10.6,0.03335116,,,,,,15.1285
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,0,25.63058,0.1254,,,6.8,0.02139509,,,,,,15.1285
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,0,603.95116,1.0304,,,29.4,0.09250228,,,,,,15.1285
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,0,2303.0,2.424,,,301.93698665,0.95,,,3370.0,,0.357,12.356
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,0,17.38,0.103,,,8.3,0.02611459,,,3371.0,,0.43,11.9407
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,0,24.329,0.129,,,6.4,0.02013655,,,3371.0,,0.43,11.9407
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,0,106.3,0.309,,,7.56,0.0237863,,,,,0.43,11.9407
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,0,2.38129,0.034,,,4.76742611,0.015,,,,,0.96,37.0788
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,0,25533.11353,16.761,,,4069.15709482,12.803,,,,,0.96,37.0788
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,0,69.971,0.283,,,16.2,0.05097064,,,,,0.62,28.4434
GJ 2126 b,GJ 2126,1,1,Radial Velocity,2025,0,272.7,0.71,,,413.1769291,1.3,,,4159.0,0.728,0.65,38.129
GJ 229 A c,GJ 229,3,2,Radial Velocity,2020,1,121.995,0.339,,,7.268,0.02286757,,,,,0.58,5.75624
GJ 229 b,GJ 229,3,2,Radial Velocity,2014,1,579.47495,1.086,,,14.93793513,0.047,,,,,0.509,5.75624
GJ 238 b,GJ 238,1,1,Transit,2024,0,1.7447031,,0.591815,0.05279829,,,107.262,896.0,3445.0,0.43,,15.2142
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,0,14.238,0.0818,,,4.0,0.01258534,2.53,351.0,3451.0,0.364,0.36,5.58057
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,0,15.819,0.101,,,13.0,0.04090237,,,3542.0,,0.53,23.6062
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,0,18.6498,0.091101,,,2.89,0.00909291,1.06,,3382.0,0.293,0.29,5.921535
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,0,4.7234,0.036467,,,1.18,0.00371268,6.66,,3382.0,0.293,0.29,5.921535
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,0,133.71,0.49,,,1071.04,3.37,,350.0,5540.0,0.9,0.9,17.5559
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,0,11.949,0.079,,,8.2,0.02579996,,,,,0.47,16.6186
GJ 3090 b,GJ 3090,1,1,Transit,2022,0,2.8531016,,2.02068,0.18027331,,,23.0419,610.0,3703.0,0.52,,22.4751
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,0,1.22003,0.0197,,,1.78,0.00560048,118.1,,3717.0,0.5,0.681,28.4712
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,0,5.974,0.057,,,4.18,0.01315168,13.9,,3717.0,0.5,0.681,28.4712
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,0,257.8,0.698,,,10.5,0.03303653,0.1,,3717.0,0.5,0.681,28.4712
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,0,692.0,1.15,,,794.5,2.5,,,3510.0,,0.42,15.1968
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,0,6739.323,5.23,,,522.5,1.64396061,,,,,0.42,15.1968
GJ 3222 b,GJ 3222,2,1,Radial Velocity,2022,0,10.66669,0.091,,,11.44182265,0.036,,,,,0.89,18.23817
GJ 328 b,GJ 328,1,2,Radial Velocity,2013,0,4100.0,4.5,,,731.0,2.3,,,3900.0,,0.69,20.5266
GJ 328 c,GJ 328,1,2,Radial Velocity,2023,0,241.8,0.657,,,21.4,0.06733193,,,3897.0,0.63,0.65,20.5266
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,0,30.6,0.1434,,,25.72,0.081,,,3466.0,0.404,0.42,20.1903
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,0,122.6196,0.36175,,,21.09,0.06635623,0.17,,3466.0,0.404,0.42,20.1903
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,0,48.1345,0.19394,,,7.6,0.02391215,0.59,,3466.0,0.404,0.42,20.1903
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,0,13.2543,0.08208,,,3.28,0.01031998,3.34,,3466.0,0.404,0.42,20.1903
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,0,5.3636,0.03282,,,2.02,0.0063556,2.58,,3159.0,0.119,0.164,5.37484
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,0,40.54,0.1264,,,2.31,0.00726804,0.17,,3159.0,0.119,0.164,5.37484
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,0,14.207,0.089,,,6.6,0.0208,,,3526.0,0.439,0.47,23.619
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,0,24.422,0.142,,,10.6,0.03335133,,,4014.0,0.58,0.64,6.33256
GJ 341 b,GJ 341,1,1,Transit,2025,0,7.5768334,,0.867887,0.07742783,,,26.1371,629.0,3766.0,0.53,,10.454
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,0,3.336665,,,,,,,,3552.0,0.499698,0.497757,29.4214
GJ 3473 b,GJ 3473,2,2,Transit,2020,0,1.19799956042,,1.21073388,0.10801463,,,58.2602,704.63,3332.0,0.354529,,27.3644
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,0,15.509,0.0876,,,7.41,0.02331435,1.95,329.1,3347.0,0.364,0.36,27.3644
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,0,203.59,0.338,,,147.15529,0.463,,,3081.0,0.139,0.123,9.48637
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,0,1599.6,1.292,,,63.5656814,0.2,,,3081.0,0.139,0.123,9.48637
GJ 357 b,GJ 357,1,3,Transit,2019,0,3.93072,0.035,1.217,0.10857347,1.84,0.00578926,12.6,525.0,3505.0,0.337,0.342,9.44181
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,0,9.1247,0.061,,,3.4,0.01069754,4.45,401.2,3505.0,0.337,0.342,9.44181
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,0,55.661,0.204,,,6.1,0.01919265,0.38,219.6,3505.0,0.337,0.342,9.44181
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,0,2.64561,0.0287,,,8.4,0.026,,,,0.43,0.45,20.3779
GJ 367 b,GJ 367,1,3,Transit,2021,0,0.3219225,0.00709,0.699,0.06236071,0.633,0.00199164,579.0,1365.0,3522.0,0.458,0.455,9.41263
GJ 367 c,GJ 367,1,3,Radial Velocity,2023,0,11.5301,,,,4.13,0.01299443,,,3522.0,0.458,0.455,9.41263
GJ 367 d,GJ 367,1,3,Radial Velocity,2023,0,34.369,,,,6.03,0.0189725,,,3522.0,0.458,0.455,9.41263
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,0,3.0232,0.026,,,8.0,0.02517069,,,3324.0,0.281,0.27,13.743
GJ 3929 b,GJ 3929,1,2,Transit,2022,0,2.61627687236,,1.09728674,0.09789353,,,19.106,533.23,3352.0,0.325635,,15.8095
GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,0,15.04,0.081,,,5.71,0.01796567,1.68,317.0,3384.0,0.32,0.313,15.8095
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,0,7.02679,0.05402,,,1.71,0.00538026,9.21,485.0,3579.0,0.426,0.426,7.03149
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,0,6.905,0.0608,,,7.14,0.02246484,,590.0,3867.0,0.61,0.63,16.9287
GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023,0,6.9442,0.0405,,,3.69,0.01161004,2.45,348.0,3273.0,0.19734,0.1842,9.9105
GJ 3998 b,GJ 3998,1,3,Radial Velocity,2016,0,2.64977,0.029,,,2.47,0.00777145,,,3722.0,0.49,0.5,18.1459
GJ 3998 c,GJ 3998,1,3,Radial Velocity,2016,0,13.74,0.089,,,6.26,0.01969606,,,3722.0,0.49,0.5,18.1459
GJ 3998 d,GJ 3998,1,3,Radial Velocity,2025,0,41.78,0.189,,,6.07,0.01909836,1.2,,3726.0,0.5,0.52,18.1459
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,0,12.9532,0.0785,,,2.99,0.00940754,,349.83,3563.0,0.389,0.386,5.675773
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,0,50.8,0.2324,2.63,0.23463288,7.6,0.02391215,,308.6,4120.0,0.68,0.65,11.8893
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,0,749.83,1.4,8.4,0.74939781,53.83,0.16936727,,124.7,4120.0,0.68,0.65,11.8893
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,0,20.129,0.111,,,11.07,0.03482994,,,,,0.35,12.6631
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,0,13.352,0.082,,,16.57,0.05213479,,,3387.0,0.407,0.406,21.3362
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,0,7.3697,0.06,,,5.3,0.01667558,,,3472.0,,0.48,9.06456
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,0,5094.105,4.819,,,32.422,0.10201051,,,,,0.48,9.06456
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,0,36.059,0.178,,,5.223,0.01643331,,,,,0.48,9.06456
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,0,2.6441,0.0278,,,21.294,0.067,,,,,0.41,9.75321
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,0,3448.0,3.53,,,492.63403085,1.55,,,3540.0,0.49,0.49,18.3554
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,0,9.567,0.068,,,13.2,0.04153164,,,,,0.45,14.2358
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,0,1.46712127,0.01714,1.289,0.11499708,2.77,0.00871539,39.2,696.3,3317.0,0.3243,0.312,8.07426
GJ 504 b,GJ 504,1,1,Imaging,2013,0,,,12.10569916,1.08,,,,512.0,,,,17.5299
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,0,140.43,0.422,,,5.2,0.01636103,0.28,202.0,3728.0,0.5,0.51,7.61778
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,0,8.708,0.067,,,6.52,0.02051411,,,3674.0,0.507819,0.50573,10.4092
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,0,5.366,0.041,,,16.6,0.05222918,,,,0.29,0.31,6.2981
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,0,12.9211,0.0718,,,6.81,0.02142666,,,3500.0,0.302,0.295,6.2981
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,0,3.149,0.02815,,,1.7,0.0053,,,3396.0,0.329702,0.310747,6.2981
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,0,14.628,0.078361,,,2.82,0.00887267,,,3499.0,0.31,0.3,6.47249
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,0,604.8,1.1325,,,87.40281192,0.275,,,3807.22,0.501728,0.529834,10.3796
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012,0,7.20066,0.049,,,5.68,0.01789,,,,,,7.24396
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013,0,28.14,0.125,,,3.8,0.012,,,3350.0,,0.33,7.24396
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,1,62.24,0.213,,,2.7,0.008,,,3350.0,,0.33,7.24396
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,1,39.026,0.156,,,2.7,0.008,,,3350.0,,0.33,7.24396
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,1,256.2,0.549,,,4.6,0.014,,,3350.0,,0.33,7.24396
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,0,4.6938,0.039,,,11.09,0.035,,,3600.0,,0.35,4.54896
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,0,1051.1,1.812,,,2129.461,6.7,,,,,,16.0272
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,0,13921.42302,9.726,,,4288.14086724,13.492,,,,,0.626,16.0272
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,0,3.60076,0.039,,,3.81394088,0.012,,,,,0.626,16.0272
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,0,35.39,,,,8.1,0.025,,,,,,16.0272
GJ 680 b,GJ 680,2,1,Radial Velocity,2022,0,17281.66514,10.138,,,7977.4930157,25.1,,,,,0.456,9.67315
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,0,17.478,0.08,,,4.4,0.01384388,,,3028.0,,0.27,5.00671
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,0,57.32,0.176,,,8.7,0.02737312,,,3028.0,,0.27,5.00671
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,0,24.16,0.1344,,,9.0,0.02831702,,,3816.0,0.54,0.55,14.3155
GJ 687 b,GJ 687,1,2,Radial Velocity,2014,0,38.152,0.1658,,,17.57591091,0.0553,,,3561.3,0.397371,0.417834,4.54939
GJ 687 c,GJ 687,1,2,Radial Velocity,2020,0,727.562,1.165,,,16.0,0.05034138,,,,,0.4,4.54939
GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,0,19.466,0.119,,,13.64,0.04291624,,401.0,3837.0,0.56,0.57,15.5575
GJ 724 b,GJ 724,1,1,Radial Velocity,2023,0,5.101284,0.04685,,,10.75,0.03382328,23.32,611.0,3799.0,0.52226,0.5271,16.9658
GJ 740 b,GJ 740,1,1,Radial Velocity,2021,0,2.37756,0.029,,,2.96,0.00931315,79.0,829.0,3913.0,0.56,0.58,11.1017
GJ 806 b,GJ 806,1,2,Transit,2023,0,0.9263237,0.01406,1.331,0.11874407,1.9,0.00597807,130.0,940.0,3600.0,0.4144,0.413,12.0445
GJ 806 c,GJ 806,1,2,Radial Velocity,2023,0,6.64064,0.0523,,,5.8,0.01824884,9.5,490.0,3600.0,0.4144,0.413,12.0445
GJ 832 b,GJ 832,1,1,Radial Velocity,2008,0,3507.0,3.46,,,197.046,0.62,,,,0.441557,0.437474,4.96435
GJ 849 b,GJ 849,1,2,Radial Velocity,2006,0,1845.0,2.32,,,289.21,0.91,,,,,0.49,8.80058
GJ 849 c,GJ 849,1,2,Radial Velocity,2014,0,5990.0,4.95,,,314.65012293,0.99,,,3467.0,0.45,0.45,8.80058
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,0,15.76491,0.11,,,1404.8086,4.42,,,5182.0,0.77,0.93,10.7836
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,0,61.082,0.214,,,887.69135194,2.79297534,,,3271.0,0.352224,0.336778,4.67517
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,0,30.0784,0.135989,,,266.2,0.83755467,,,,,0.37,4.67517
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,0,1.93785,0.021,,,7.4,0.02,,,,,0.334,4.67517
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,0,124.4,0.345,,,18.00115332,0.05663768,,,3271.0,0.352224,0.336778,4.67517
GJ 887 b,GJ 887,1,2,Radial Velocity,2020,0,9.262,0.068,,,4.2,0.01321461,7.95,468.0,3688.0,0.4712,0.489,3.29
GJ 887 c,GJ 887,1,2,Radial Velocity,2020,0,21.789,0.12,,,7.6,0.02391215,2.56,352.0,3688.0,0.4712,0.489,3.29
GJ 896 A b,GJ 896 A,2,1,Astrometry,2022,0,284.39,0.63965,,,718.29219982,2.26,,,,,0.43599,6.26022
GJ 900 b,GJ 900 A,3,1,Imaging,2024,0,,12000.0,,,3496.112477,11.0,,,,,1.08,20.8065
GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020,0,771.36,0.88,,,66.74396547,0.21,,,3154.0,0.164,0.15,4.471
GJ 9404 b,GJ 9404,1,1,Radial Velocity,2023,0,13.4586,0.0943,,,11.9,0.03744159,,,,,0.62,23.8839
GJ 96 b,GJ 96,1,1,Radial Velocity,2018,0,73.94,0.291,,,19.66,0.06185697,,,3785.0,,0.6,11.9315
GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,0,18.27,0.1139,,,9.65,0.0303623,,453.04,3836.0,0.57,0.59,30.6203
GJ 9714 b,GJ 9714,1,1,Radial Velocity,2022,0,19240.75467,12.319,,,2988.54051102,9.403,,,,,0.67,20.5121
GJ 9827 b,GJ 9827,1,3,Transit,2017,0,1.2089755,,1.68645,0.15045525,,,325.749,1183.0,4199.0,0.63,,29.661
GJ 9827 c,GJ 9827,1,3,Transit,2017,0,3.64823,0.0429,1.24,0.11062558,1.45,0.00456221,59.0,771.0,4219.0,0.622,0.637,29.661
GJ 9827 d,GJ 9827,1,3,Transit,2017,0,6.20141,0.06,2.1,0.18734945,,,,604.9,4255.0,0.651,0.659,29.661
GPX-1 b,GPX-1,1,1,Transit,2021,0,1.74428305047,,15.38981949,1.3729901,,,7630.7715,2383.76,8039.0,1.6008,,655.013
GQ Lup b,GQ Lup,1,1,Imaging,2004,0,,100.0,33.6,3.0,6356.0,20.0,,2650.0,,,0.7,151.169
GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,0,,320.0,,,5000.0,16.0,,2300.0,4200.0,,0.9,108.5
GU Psc b,GU Psc,1,1,Imaging,2014,0,,2000.0,14.179,1.265,3591.3,11.3,,1050.0,,,0.325,47.5501
Gaia-1 b,Gaia-1,1,1,Transit,2022,0,3.052524,0.04047,13.77583728,1.229,533.95172376,1.68,,,5470.0,0.952,0.949,363.66
Gaia-2 b,Gaia-2,1,1,Transit,2022,0,3.6915589899,,14.72447081,1.31363156,,,512.0235,1213.23,5720.0,1.08783,,209.229
Gaia-4 b,Gaia-4,1,1,Astrometry,2025,0,571.3,,,,3750.3752026,11.8,,,4034.0,0.624,0.644,73.4829
Gaia-5 b,Gaia-5,1,1,Astrometry,2025,0,358.62,,,,6633.07885409,20.87,,,3447.0,0.345,0.339,41.1813
Gaia22dkvL b,Gaia22dkvL,1,1,Microlensing,2024,0,,2.04,,,79.45710175,0.25,,,,,1.288,1580.0
Gl 378 b,Gl 378,1,1,Radial Velocity,2019,0,3.822,0.039435,,,13.02,0.0409653,,830.0,3879.0,0.56,0.56,14.9545
Gl 410 b,Gl 410,1,1,Radial Velocity,2025,0,6.02,0.0531,,,8.4,0.02642936,,,3842.0,0.543,0.55,11.9324
Gl 49 b,Gl 49,2,1,Radial Velocity,2019,0,13.8508,0.0905,,,5.63,0.01771387,,,3805.0,0.511,0.515,9.8528
Gl 686 b,Gl 686,1,1,Radial Velocity,2018,0,15.5314,0.0917,,,6.64,0.02089167,,,3654.0,0.427,0.426,8.15728
Gl 725 A b,Gl 725 A,2,1,Radial Velocity,2025,0,11.2201,0.068,,,2.78,0.00874686,,,3433.0,0.351,0.33,3.5214
Gliese 12 b,Gliese 12,1,1,Transit,2024,0,12.76147058433,,0.97057627,0.08658916,,,1.9017,299.51,3376.0,0.269427,,12.21
HAT-P-1 b,HAT-P-1,2,1,Transit,2006,0,4.4652968,0.05561,14.784671,1.319,168.13207,0.529,,1322.0,5980.0,,,158.979
HAT-P-11 b,HAT-P-11,1,2,Transit,2008,0,4.887802706,0.053,4.84,0.43179662,,,97.1,801.0,4777.0,0.765,0.829,37.7647
HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,0,3397.0,,,,731.009,2.3,,,,,0.809,37.7647
HAT-P-12 b,HAT-P-12,1,1,Transit,2009,0,3.21,,10.76064,0.96,66.7443,0.21,,960.0,4652.87,0.703594,0.74,142.751
HAT-P-13 b,HAT-P-13,1,2,Transit,2009,0,2.9162433,,,,,,,,5653.0,,,246.81
HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,0,445.82,,,,4643.4963,14.61,,,,1.756,1.32,246.81
HAT-P-14 b,HAT-P-14,2,1,Transit,2010,0,4.6276623,,,,,,,,6600.0,1.468,1.386,222.663
HAT-P-15 b,HAT-P-15,1,1,Transit,2010,0,10.86149106925,,9.57313647,0.8540595,,,79.7578,762.19,5663.55,0.895095,,192.516
HAT-P-16 b,HAT-P-16,3,1,Transit,2010,0,2.7759678,,15.4018,1.37405893,,,1597.59,1761.0,6140.0,1.24,,226.637
HAT-P-17 b,HAT-P-17,1,2,Transit,2010,0,,,,,,,,,5336.96,0.838682,0.92,92.3831
HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,0,3972.0,4.67,,,915.3504,2.88,,,5246.0,0.837,0.857,92.3831
HAT-P-18 b,HAT-P-18,1,1,Transit,2010,0,,,,,58.16289,0.183,,,,,0.77,161.4
HAT-P-19 b,HAT-P-19,1,1,Transit,2010,0,4.00878403,,,,,,,,,,,202.078
HAT-P-2 b,HAT-P-2,1,2,Transit,2007,0,5.633477,,13.2583,1.18282834,,,588.518,1372.0,6412.8,1.7,,127.774
HAT-P-2 c,HAT-P-2,1,2,Radial Velocity,2023,0,8500.0,,,,3400.7639549,10.7,,,,,1.33,127.774
HAT-P-20 b,HAT-P-20,1,1,Transit,2010,0,2.87531773,,,,,,,,4595.0,0.694,0.756,71.0374
HAT-P-21 b,HAT-P-21,1,1,Transit,2010,0,4.12448852,,,,,,,,5588.0,1.105,0.947,277.278
HAT-P-22 b,HAT-P-22,2,1,Transit,2010,0,3.2122312,0.0414,12.10572,1.08,682.69884,2.148,,1463.0,5302.0,,,81.7647
HAT-P-23 b,HAT-P-23,1,1,Transit,2010,0,1.2128867,,,,,,,,5905.0,,,364.813
HAT-P-24 b,HAT-P-24,2,1,Transit,2010,0,3.35524397,,,,,,,,,,,415.344
HAT-P-25 b,HAT-P-25,1,1,Transit,2010,0,3.652836,0.04659,13.33871,1.19,180.20961,0.567,,,5500.0,0.959,1.01,300.384
HAT-P-26 b,HAT-P-26,1,1,Transit,2010,0,4.234503,,,,,,,,5079.0,0.788,0.816,141.837
HAT-P-27 b,HAT-P-27,2,1,Transit,2011,0,3.039586,0.0403,11.6349,1.038,209.759,0.66,,,5300.0,0.898,0.945,199.173
HAT-P-28 b,HAT-P-28,1,1,Transit,2011,0,3.25738980165,,12.35693611,1.1024139,,,554.7122,1237.76,5698.38,1.04613,,401.319
HAT-P-29 b,HAT-P-29,2,1,Transit,2011,0,5.723186,0.0667,12.408,1.107,247.261,0.778,,1260.0,6087.0,1.224,1.207,313.576
HAT-P-3 b,HAT-P-3,2,1,Transit,2007,0,2.8997379,,,,,,,,,,,134.554
HAT-P-30 b,HAT-P-30,2,1,Transit,2011,0,,,,,230.74458,0.726,,,,,1.242,213.985
HAT-P-31 b,HAT-P-31,1,1,Transit,2011,0,5.0052724,,,,,,,,6115.0,1.46701,1.153,344.05
HAT-P-32 b,HAT-P-32,2,1,Transit,2011,0,,,,,,,,,,,,289.205
HAT-P-33 b,HAT-P-33,2,1,Transit,2011,0,3.4744767,,,,,,,,6446.0,1.637,1.375,396.11
HAT-P-34 b,HAT-P-34,1,1,Transit,2011,0,5.4526576,,,,,,,,,,,249.325
HAT-P-35 b,HAT-P-35,3,1,Transit,2011,0,3.6466566,,,,,,,,6178.0,1.35672,1.18,506.965
HAT-P-36 b,HAT-P-36,1,1,Transit,2011,0,1.3273466,0.02402,15.210613,1.357,611.82275,1.925,1821.0,1820.2,5560.0,1.108,1.049,294.419
HAT-P-37 b,HAT-P-37,1,1,Transit,2011,0,2.797436,0.0379,13.204,1.178,371.528,1.169,,1271.0,5500.0,0.877,0.929,390.594
HAT-P-38 b,HAT-P-38,1,1,Transit,2012,0,4.6403293,,,,,,,,5191.0,1.00936,0.881,255.206
HAT-P-39 b,HAT-P-39,2,1,Transit,2012,0,3.54387,0.05095,17.609339,1.571,180.84527,0.569,,,6430.0,1.625,1.404,697.004
HAT-P-4 b,HAT-P-4,2,1,Transit,2007,0,,,,,203.09337,0.639,,,,,1.26,320.451
